"pid","description","tid"
"16490","Short femora with proximal clubbing and distal tapering","46"
"16491","Absent-hypoplastic fibulae","46"
"16492","Poor ossifications of metacarpal and proximal, middle phalanges","47"
"16493","Well-ossified distal phalanges","47"
"16494","Giant cells (degenerating chondrocytes) in resting zone of epiphyseal cartilage","72"
"16495","All cases have been stillborn or immediate neonatal death","73"
"16496","Cervical spine segmentation defects","44"
"16497","Rounded iliac bones with shortened sacrosciatic notches","45"
"16498","Vertical, block-like ischia","45"
"16499","Horizontal sacrum","45"
"16500","Elbow dislocations","46"
"16501","Club-shaped humeri with early proximal epiphyseal ossification","46"
"16502","Club-shaped femora","46"
"16503","Knee dislocations","46"
"16504","Tombstone-shaped proximal phalanges","47"
"16505","Widened distal phalanges","47"
"16506","Bifid digits","47"
"16507","Hitchhiker halluces","48"
"16508","Widened gap first and second toe","48"
"16509","Atrial septal defect, secundum type","15"
"16510","Atrial septal defect, cribriform type (rare)","15"
"16511","Atrioventricular conduction defects (in most patients)","15"
"16512","Electrocardiographic prolonged PR interval","15"
"16513","Subvalvular aortic stenosis (rare)","16"
"16514","Pulmonary artery atresia (rare)","16"
"16515","Mitral valve, double orifice (rare)","16"
"16516","Diplopia","9"
"16517","Abnormal electrooculogram (EOG)","9"
"16518","Facial-lingual fasciculations","57"
"16519","Dementia (<20%)","57"
"16520","Dystonia (<20%)","57"
"16521","Chronic pain","57"
"16522","Autonomic dysfunction may occur","57"
"16523","Loss of neurons and gliosis in basal ganglia, cranial nerve nuclei, and spinal cord","57"
"16524","Cerebellar atrophy, mild","57"
"16525","Enlarged fourth ventricle, mild","57"
"16526","Mild loss of neurons in the cerebellum","57"
"16527","Sparing of the inferior olives","57"
"16528","Impaired thermal sense","58"
"16529","Decreased or absent ankle reflexes","58"
"16530","Onset in third to fourth decade","73"
"16531","Wide clinical variability","73"
"16532","Normal alleles contain up to 44 repeats","73"
"16533","Pathogenic alleles contain 52 to 86 repeats","73"
"16534","Incomplete penetrance with 45 to 51 repeats","73"
"16535","Broad facies","7"
"16536","Frontal and biparietal bossing","7"
"16537","Mild mandibular prognathism","7"
"16538","Odontogenic keratocysts of jaws","7"
"16539","Lateral displacement of the inner canthi","9"
"16540","Subconjunctival epithelial cysts","9"
"16541","Medullated (myelinated) retinal nerve fibers","9"
"16542","Cardiac fibroma","15"
"16543","Congenital lung cyst","21"
"16544","Synostotic ribs","24"
"16545","Hypoplastic ribs","24"
"16546","Lymphomesenteric cysts, often calcified","33"
"16547","Hamartomatous stomach polyps","33"
"16548","Ovarian fibromata","38"
"16549","Ovarian carcinoma","38"
"16550","Abnormal cervical vertebrae","44"
"16551","Short 4th metacarpal","46"
"16552","Short thumb terminal phalanx","46"
"16553","Basal cell nevi","50"
"16554","Basal cell carcinoma","50"
"16555","Pits of palms and soles","50"
"16556","Mental retardation (less common)","57"
"16557","Calicification of the falx cerebri","57"
"16558","Medulloblastoma","57"
"16559","Abnormal sensitivity to therapeutic radiation","73"
"16560","Characteristic backward head tilt","6"
"16561","Pronounced convex arch of eyebrows","9"
"16562","Normal breast development","25"
"16563","Scant pubic hair","36"
"16564","Small uterus","38"
"16565","Small atrophic ovaries","38"
"16566","Pronounced convex arch of eyebrows","54"
"16567","Scant pubic hair (females)","54"
"16568","Scant pubic and axillary hair (females)","54"
"16569","Elevated gonadotropins","62"
"16570","Low estrogen and progesterone","62"
"16571","Female infertility","62"
"16572","Two types - one with premature ovarian failure (BPES type 1) and one without POF (BPES type 2)","73"
"16573","Blood group Ii phenotype","63"
"16574","Adult i phenotype","63"
"16575","After birth, I antigen levels increase gradually as i antigen levels fall, with the normal Ii status of adult RBCs reached after about 13 to 20 months","73"
"16576","Adult i phenotype can be associated with congenital cataract (see","73"
"16577","Marked growth failure","2"
"16578","Frontal bossing, progressive","7"
"16579","Proptosis, progressive","9"
"16580","Sclerae blue at birth but normal by 1 year of age","9"
"16581","Hypoplastic enamel","12"
"16582","Decreased ossification of calvarium","43"
"16583","Frontal craniosynostosis","43"
"16584","Widening of coronal, sagittal, and lambdoid sutures","43"
"16585","Vertebral compression fractures","44"
"16586","Decreased trabecular volume on transiliac biopsy","45"
"16587","Decreased bone formation on transiliac biopsy","45"
"16588","Metaphyseal and compression fractures of long bones in infancy","46"
"16589","Recurrent diaphyseal fractures of weight-bearing bones","46"
"16590","Marked deformity of upper and lower extremities","46"
"16591","'Popcorn epiphyses' in the distal femora and proximal tibiae","46"
"16592","Communicating hydrocephalus, progressive","57"
"16593","Normal cognitive development","57"
"16594","Bone fragility is not apparent at birth, but becomes evident within several months of life","73"
"16595","Based on 2 patients with P4HB mutations (last curated April 2015)","73"
"16596","Presenile cataracts","9"
"16597","Radiolucency of the bones","42"
"16598","Bony dysplasia","46"
"16599","Pathologic fractures of the long bones","46"
"16600","Osteomyelitis leading to amputation due to slow healing fractures","46"
"16601","Patchy sclerotic changes to the long bones","46"
"16602","Coarse, sclerotic trabeculae","46"
"16603","Diaphyseal cortical thickening","46"
"16604","Diaphyseal medullary stenosis","46"
"16605","Metaphyseal striations","46"
"16606","Necrosis in large tubular bone diaphyses","46"
"16607","Narrow medullary cavities","46"
"16608","Marrow necrosis","46"
"16609","Marrow infarctions","46"
"16610","Bowing of the lower extremities","46"
"16611","Soft, thin skin (1 family)","50"
"16612","Easy bruising (1 family)","50"
"16613","Premature graying (1 family)","54"
"16614","Limb-girdle muscle weakness (2 families)","55"
"16615","Proximal and distal muscle atrophy","55"
"16616","Myopathic changes seen on EMG and muscle biopsy","55"
"16617","Malignant fibrous histiocytoma (in about 35% of patients)","65"
"16618","Osteosarcoma","65"
"16619","Serum alkaline phosphatase normal or mildly increased","72"
"16620","Serum creatine kinase normal or mildly increased","72"
"16621","Mean age at onset of bone fractures, 24 years","73"
"16622","Mean age at onset of proximal muscle weakness, 31 years","73"
"16623","Not all patients have a myopathy","73"
"16624","Most become wheelchair-bound late in life","73"
"16625","Severe hypertension, salt-independent","16"
"16626","Altered baroreflex blood pressure regulation","16"
"16627","Brachydactyly, type E","47"
"16628","Thickening of metacarpal bones","47"
"16629","Shortening of metacarpal bones","47"
"16630","Thickening of phalangeal bones","47"
"16631","Shortening of phalangeal bones","47"
"16632","Cone-shaped epiphyses (in some patients)","47"
"16633","Thickening of metatarsal bones","48"
"16634","Shortening of metatarsal bones","48"
"16635","Thickening of phalangeal bones","48"
"16636","Shortening of phalangeal bones","48"
"16637","Fusion of middle and distal phalanges of fifth toes (in some patients)","48"
"16638","Neurovascular contact at the rostral-ventrolateral medulla","57"
"16639","Altered baroreflex blood pressure regulation","57"
"16640","Severe hypertension develops in childhood","73"
"16641","Increasing hypertension with increasing age","73"
"16642","By age 50 years, affected family members have a 50mm Hg increase in mean arterial blood pressure compared to unaffected relatives","73"
"16643","Death from stroke if untreated","73"
"16644","Short broad hands","47"
"16645","Short to absent middle phalanges","47"
"16646","Thin metacarpals with broad epiphyses","47"
"16647","Clinodactyly (2nd, 3rd, 4th fingers)","47"
"16648","Short, broad proximal phalanx of thumb","47"
"16649","Thin proximal phalanges with broad epiphyses","47"
"16650","Proportionate shortening of all digits","47"
"16651","Terminal symphalangism","47"
"16652","Short proximal phalanx of halluces","48"
"16653","Allelic to acrocapitofemoral dysplasia ","73"
"16654","Medially deviated index finger","47"
"16655","Short index finger","47"
"16656","Variable fifth finger clinodactyly","47"
"16657","Hypoplastic/aplastic middle phalanx (2nd finger)","47"
"16658","Hypoplastic middle phalanx (5th finger)","47"
"16659","Short, broad laterally deviated halluces","48"
"16660","Medially deviated second toe","48"
"16661","Hypoplastic/aplastic distal phalanges (fingers 2-5)","47"
"16662","Hypoplastic middle phalanges (fingers 2-5)","47"
"16663","Hypoplastic/aplastic distal phalanges","48"
"16664","Cutaneous syndactyly (less common)","50"
"16665","Hypoplastic/aplastic fingernails","53"
"16666","Allelic to Robinow syndrome, autosomal recessive ","73"
"16667","Madelung deformity","46"
"16668","Limited flexion in distal interphalangeal joints","47"
"16669","Disproportionate shortening of 2nd and 3rd fingers","47"
"16670","Short 2nd, 3rd middle phalanges","47"
"16671","Ulnar deviation of 2nd, 3rd finger","47"
"16672","Hypersegmentation of proximal and middle 2nd, 3rd phalanges","47"
"16673","Short 1st, 4th, 5th metacarpals","47"
"16674","Short stature, disproportionate (short trunk), identifiable in childhood","2"
"16675","Gibbus","44"
"16676","Marked platyspondyly","44"
"16677","Short femoral neck","45"
"16678","Irregular proximal femoral metaphyses","45"
"16679","Prenatal growth deficiency (27%)","4"
"16680","Postnatal growth deficiency (50%)","4"
"16681","Hypoplastic superior helix","8"
"16682","Posterior auricular pit","8"
"16683","Preauricular pit","8"
"16684","Supraauricular sinuses","8"
"16685","Lacrimal sac fistula","9"
"16686","Orbital dermoid cyst","9"
"16687","Iris pigment epithelial cyst","9"
"16688","Combined hamartoma of the retina and retinal pigment epithelium","9"
"16689","Divided nasal tip","10"
"16690","Pseudocleft","11"
"16691","Incomplete/complete cleft lip","11"
"16692","Lip pits","11"
"16693","Branchial anomalies","13"
"16694","Mastoid hypoplasia with absence of air cells","43"
"16695","Fusion of middle ear ossicles","43"
"16696","Single transverse palmar crease","47"
"16697","Aplasia cutis congenita","50"
"16698","Subcutaneous scalp cysts","50"
"16699","Hemangiomatous branchial clefts (extend along sternocleidomastoid muscle)","50"
"16700","Single transverse palmar crease","50"
"16701","Ectopic thymus","64"
"16702","Normal intelligence in majority","73"
"16703","Facial nerve paralysis (10% of patients)","7"
"16704","Hearing loss (95% of patients)","8"
"16705","Sensorineural hearing loss (20% of patients)","8"
"16706","Conductive hearing loss (30% of patients)","8"
"16707","Mixed hearing loss (50% of patients)","8"
"16708","Preauricular pits (70-80% of patients)","8"
"16709","Microtia (30-60% of patients)","8"
"16710","Cup-shaped ears (30-60% of patients)","8"
"16711","Malformed pinnae (30-60% of patients)","8"
"16712","Hypoplastic pinnae (30-60% of patients)","8"
"16713","Narrowed external ear canal (30% of patients)","8"
"16714","Unconnected or fused stapes and incus","8"
"16715","Bulbous internal auditory canal","8"
"16716","Hypoplastic cochlea","8"
"16717","Lacrimal duct aplasia or stenosis (25% of patients)","9"
"16718","High, arched palate","11"
"16719","Overbite","11"
"16720","Gustatory lacrimation","11"
"16721","Branchial cleft fistulas or cysts, usually bilateral (50 to 60% of patients)","13"
"16722","Renal anomalies (67% of patients)","39"
"16723","Renal dysplasia/aplasia","39"
"16724","Renal collecting system anomalies","39"
"16725","Abnormal rotation of the kidneys","39"
"16726","Vesicoureteric reflux","40"
"16727","Genetic heterogeneity (BOR2,","73"
"16728","Onset of hearing loss ranges from childhood to young adulthood","73"
"16729","Prevalence of 1 in 40,000","73"
"16730","Allelic disorder to branchiootic syndrome (BOS1,","73"
"16731","Transparent iris","9"
"16732","Nystagmus, mild","9"
"16733","Photophobia, mild","9"
"16734","Hypopigmented and underdeveloped macula","9"
"16735","Absence of central fovea of macula on optical coherence tomography","9"
"16736","Lighter skin color","50"
"16737","Fewer mature melanosomes in melanocytes","52"
"16738","Based on 1 reported family with OCA6","73"
"16739","Variation in SLC24A5 has also been associated with variation in skin color (SHEP4)","73"
"16740","Skin blistering","50"
"16741","Scaly skin","50"
"16742","Warty thickening of flexural skin","50"
"16743","Acanthotic epidermis","51"
"16744","Hyperkeratosis of stratum corneum","51"
"16745","Keratin clumping in suprabasal epidermal layers","51"
"16746","Vacuolation of stratum granulosum","51"
