"mimnumber","full_name","short_name"
"612233","LEUKODYSTROPHY, HYPOMYELINATING, 4","HLD4"
"612240","ATRIAL FIBRILLATION, FAMILIAL, 7","ATFB7"
"612247","CROUZON SYNDROME WITH ACANTHOSIS NIGRICANS","CAN"
"612281","ICHTHYOSIS, CONGENITAL, AUTOSOMAL RECESSIVE 6","ARCI6"
"612284","MECKEL SYNDROME, TYPE 6","MKS6"
"612285","JOUBERT SYNDROME 9","JBTS9"
"612286","NEPHROLITHIASIS/OSTEOPOROSIS, HYPOPHOSPHATEMIC, 1","NPHLOP1"
"612287","NEPHROLITHIASIS/OSTEOPOROSIS, HYPOPHOSPHATEMIC, 2","NPHLOP2"
"612290","MICROTIA, HEARING IMPAIRMENT, AND CLEFT PALATE","null"
"612291","JOUBERT SYNDROME 8","JBTS8"
"612300","HEMOLYTIC ANEMIA, CD59-MEDIATED, WITH OR WITHOUT IMMUNE-MEDIATED POLYNEUROPATHY","HACD59"
"612304","THROMBOPHILIA DUE TO PROTEIN C DEFICIENCY, AUTOSOMAL RECESSIVE","THPH4"
"612310","PREMATURE OVARIAN FAILURE 6","POF6"
"612313","GLASS SYNDROME","GLASS"
"612319","SPASTIC PARAPLEGIA 35, AUTOSOMAL RECESSIVE","SPG35"
"612336","THROMBOPHILIA DUE TO PROTEIN S DEFICIENCY, AUTOSOMAL DOMINANT","THPH5"
"612337","MENTAL RETARDATION, AUTOSOMAL DOMINANT 22","MRD22"
"612347","JERVELL AND LANGE-NIELSEN SYNDROME 2","JLNS2"
"612350","SPONDYLOCHEIRODYSPLASIA, EHLERS-DANLOS SYNDROME-LIKE","null"
"612356","HEPARIN COFACTOR II DEFICIENCY","null"
"612370","HYPOGONADOTROPIC HYPOGONADISM 5 WITH OR WITHOUT ANOSMIA","HH5"
"612379","CONGENITAL DISORDER OF GLYCOSYLATION, TYPE Iq","CDG1Q"
"612389","PONTOCEREBELLAR HYPOPLASIA, TYPE 2B","PCH2B"
"612394","BONE FRAGILITY WITH CONTRACTURES, ARTERIAL RUPTURE, AND DEAFNESS","null"
"612422","CARDIOMYOPATHY, FAMILIAL RESTRICTIVE, 3","RCM3"
"612423","PREKALLIKREIN DEFICIENCY","null"
"612437","EPILEPSY, PROGRESSIVE MYOCLONIC, 1B","EPM1B"
"612438","LEUKODYSTROPHY, HYPOMYELINATING, 6","HLD6"
"612447","SKELETAL DEFECTS, GENITAL HYPOPLASIA, AND MENTAL RETARDATION","null"
"612460","BODY MASS INDEX QUANTITATIVE TRAIT LOCUS 14","BMIQ14"
"612462","PSEUDOHYPOPARATHYROIDISM, TYPE IC","PHP1C"
"612463","PSEUDOPSEUDOHYPOPARATHYROIDISM","PPHP"
"612527","DIAMOND-BLACKFAN ANEMIA 4","DBA4"
"612528","DIAMOND-BLACKFAN ANEMIA 5","DBA5"
"612529","AMELOGENESIS IMPERFECTA, HYPOMATURATION TYPE, IIA2","AI2A2"
"612539","SPASTIC PARAPLEGIA 42, AUTOSOMAL DOMINANT","SPG42"
"612540","MYOPATHY, CONGENITAL, COMPTON-NORTH","MYPCN"
"612541","NEUTROPENIA, SEVERE CONGENITAL, 4, AUTOSOMAL RECESSIVE","SCN4"
"612555","BREAST-OVARIAN CANCER, FAMILIAL, SUSCEPTIBILITY TO, 2","BROVCA2"
"612561","DIAMOND-BLACKFAN ANEMIA 6","DBA6"
"612562","DIAMOND-BLACKFAN ANEMIA 7","DBA7"
"612563","DIAMOND-BLACKFAN ANEMIA 8","DBA8"
"612567","INFLAMMATORY BOWEL DISEASE 25, AUTOSOMAL RECESSIVE","IBD25"
"612577","AMYOTROPHIC LATERAL SCLEROSIS 11","ALS11"
"612591","COLORECTAL CANCER, SUSCEPTIBILITY TO, 10","CRCS10"
"612621","MENTAL RETARDATION, AUTOSOMAL DOMINANT 5","MRD5"
"612626","CHROMOSOME 15q26-qter DELETION SYNDROME","null"
"612631","ADENYLATE KINASE DEFICIENCY, HEMOLYTIC ANEMIA DUE TO","null"
"612643","DEAFNESS, AUTOSOMAL DOMINANT 3B","DFNA3B"
"612644","DEAFNESS, AUTOSOMAL DOMINANT 2B","DFNA2B"
"612645","DEAFNESS, AUTOSOMAL RECESSIVE 1B","DFNB1B"
"612651","ENDOCRINE-CEREBROOSTEODYSPLASIA","ECO"
"612653","SPHEROCYTOSIS, TYPE 4","SPH4"
"612656","EPISODIC ATAXIA, TYPE 6","EA6"
"612671","URIC ACID CONCENTRATION, SERUM, QUANTITATIVE TRAIT LOCUS 4","UAQTL4"
"612674","POLYNEUROPATHY, HEARING LOSS, ATAXIA, RETINITIS PIGMENTOSA, AND CATARACT","PHARC"
"612691","POLYMICROGYRIA, BILATERAL TEMPOROOCCIPITAL","BTOP"
"612692","AGAMMAGLOBULINEMIA 6, AUTOSOMAL RECESSIVE","AGM6"
"612702","HYPOGONADOTROPIC HYPOGONADISM 6 WITH OR WITHOUT ANOSMIA","HH6"
"612703","MICROCEPHALY 7, PRIMARY, AUTOSOMAL RECESSIVE","MCPH7"
"612712","LEBER CONGENITAL AMAUROSIS 13","LCA13"
"612713","KAHRIZI SYNDROME","KHRZ"
"612714","EXOCRINE PANCREATIC INSUFFICIENCY, DYSERYTHROPOIETIC ANEMIA, AND CALVARIAL HYPEROSTOSIS","null"
"612716","DYSTONIA, DOPA-RESPONSIVE, DUE TO SEPIAPTERIN REDUCTASE DEFICIENCY","null"
"612718","CEREBRAL CREATINE DEFICIENCY SYNDROME 3","CCDS3"
"612736","CEREBRAL CREATINE DEFICIENCY SYNDROME 2","CCDS2"
"612740","PORPHYRIA, ACUTE HEPATIC","null"
"612780","SEIZURES, SENSORINEURAL DEAFNESS, ATAXIA, MENTAL RETARDATION, AND ELECTROLYTE IMBALANCE","SESAMES"
"612782","IMMUNODEFICIENCY 9","IMD9"
"612783","IMMUNODEFICIENCY 10","IMD10"
"612794","ATRIAL SEPTAL DEFECT 5","ASD5"
"612798","QUESTION MARK EARS, ISOLATED","QME"
"612840","LEUKOCYTE ADHESION DEFICIENCY, TYPE III","LAD3"
"612847","BRACHYOLMIA TYPE 4 WITH MILD EPIPHYSEAL AND METAPHYSEAL CHANGES","BCYM4"
"612852","OSTEOMYELITIS, STERILE MULTIFOCAL, WITH PERIOSTITIS AND PUSTULOSIS","OMPP"
"612874","ERYTHROCYTE AMP DEAMINASE DEFICIENCY","null"
"612885","PREMATURE OVARIAN FAILURE 10","POF10"
"612918","CONGENITAL LIPOMATOUS OVERGROWTH, VASCULAR MALFORMATIONS, AND EPIDERMAL NEVI","null"
"612922","HEMOLYTIC UREMIC SYNDROME, ATYPICAL, SUSCEPTIBILITY TO, 2","AHUS2"
"612923","HEMOLYTIC UREMIC SYNDROME, ATYPICAL, SUSCEPTIBILITY TO, 3","AHUS3"
"612924","HEMOLYTIC UREMIC SYNDROME, ATYPICAL, SUSCEPTIBILITY TO, 4","AHUS4"
"612925","HEMOLYTIC UREMIC SYNDROME, ATYPICAL, SUSCEPTIBILITY TO, 5","AHUS5"
"612926","HEMOLYTIC UREMIC SYNDROME, ATYPICAL, SUSCEPTIBILITY TO, 6","AHUS6"
"612932","GLYCOGEN STORAGE DISEASE XIII","GSD13"
"612933","GLYCOGEN STORAGE DISEASE XI","GSD11"
"612936","SPASTIC PARAPLEGIA 50, AUTOSOMAL RECESSIVE","SPG50"
"612938","GROWTH RETARDATION, DEVELOPMENTAL DELAY, AND FACIAL DYSMORPHISM","GDFD"
"612940","CUTIS LAXA, AUTOSOMAL RECESSIVE, TYPE IIB","ARCL2B"
"612943","RETINITIS PIGMENTOSA 42","RP42"
"612949","EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 39","EIEE39"
"612951","LEUKOENCEPHALOPATHY, CYSTIC, WITHOUT MEGALENCEPHALY","null"
"612952","AICARDI-GOUTIERES SYNDROME 5","AGS5"
"612953","PARKINSON DISEASE 14, AUTOSOMAL RECESSIVE","PARK14"
"612954","MYOPATHY, MYOFIBRILLAR, 6","MFM6"
"612956","VENTRICULAR FIBRILLATION, PAROXYSMAL FAMILIAL, 2","VF2"
"612961","MULTIPLE SYNOSTOSES SYNDROME 3","SYNS3"
"612964","PREMATURE OVARIAN FAILURE 7","POF7"
"612965","46,XY SEX REVERSAL 3","SRXY3"
"612975","SHORT SLEEPER","null"
"612989","OPTIC ATROPHY 7 WITH OR WITHOUT AUDITORY NEUROPATHY","OPA7"
"612997","SPERMATOGENIC FAILURE 7","SPGF7"
"612998","EMERY-DREIFUSS MUSCULAR DYSTROPHY 4, AUTOSOMAL DOMINANT","EDMD4"
"612999","EMERY-DREIFUSS MUSCULAR DYSTROPHY 5, AUTOSOMAL DOMINANT","EDMD5"
"613000","PALMOPLANTAR KERATODERMA, NONEPIDERMOLYTIC, FOCAL 1","FNEPPK1"
"613001","ENCEPHALOCRANIOCUTANEOUS LIPOMATOSIS","ECCL"
"613011","LYMPHOPROLIFERATIVE SYNDROME 1","LPFS1"
"613021","BRONCHIECTASIS WITH OR WITHOUT ELEVATED SWEAT CHLORIDE 2","BESC2"
"613027","GLYCOGEN STORAGE DISEASE IXc","GSD9C"
"613029","GLIOMA SUSCEPTIBILITY 3","GLM3"
"613038","PITUITARY HORMONE DEFICIENCY, COMBINED, 1","CPHD1"
"613060","EPILEPSY, IDIOPATHIC GENERALIZED, SUSCEPTIBILITY TO, 10","EIG10"
"613068","NEURODEGENERATION DUE TO CEREBRAL FOLATE TRANSPORT DEFICIENCY","null"
"613070","LIVER FAILURE, INFANTILE, TRANSIENT","LFIT"
"613071","BRONCHIECTASIS WITH OR WITHOUT ELEVATED SWEAT CHLORIDE 3","BESC3"
"613074","DEAFNESS, AUTOSOMAL DOMINANT 50","DFNA50"
"613075","MACS SYNDROME","null"
"613077","PROGRESSIVE EXTERNAL OPHTHALMOPLEGIA WITH MITOCHONDRIAL DNA DELETIONS, AUTOSOMAL DOMINANT 5","PEOA5"
"613079","DEAFNESS, AUTOSOMAL RECESSIVE 77","DFNB77"
"613080","46,XY SEX REVERSAL 5","SRXY5"
"613087","ATRIAL SEPTAL DEFECT 6","ASD6"
"613090","BARTTER SYNDROME, TYPE 4B, NEONATAL, WITH SENSORINEURAL DEAFNESS","BARTS4B"
"613091","SHORT-RIB THORACIC DYSPLASIA 3 WITH OR WITHOUT POLYDACTYLY","SRTD3"
"613092","HYPERURICEMIC NEPHROPATHY, FAMILIAL JUVENILE, 2","HNFJ2"
"613093","CONE DYSTROPHY 4","COD4"
"613095","POLYCYSTIC KIDNEY DISEASE 2","PKD2"
"613102","HYPOTRICHOSIS AND RECURRENT SKIN VESICLES","null"
"613105","CHOROIDAL DYSTROPHY, CENTRAL AREOLAR 2","CACD2"
"613107","NEUTROPENIA, SEVERE CONGENITAL, 2, AUTOSOMAL DOMINANT","SCN2"
"613108","CANDIDIASIS, FAMILIAL, 4","CANDF4"
"613112","MACROTHROMBOCYTOPENIA, AUTOSOMAL DOMINANT, TUBB1-RELATED","null"
"613115","NEUROPATHY, HEREDITARY SENSORY AND AUTONOMIC, TYPE IIB","HSAN2B"
"613116","THROMBOPHILIA DUE TO HISTIDINE-RICH GLYCOPROTEIN DEFICIENCY","THPH11"
"613118","ANTITHROMBIN III DEFICIENCY","AT3D"
"613120","BRUGADA SYNDROME 7","BRGDA7"
"613122","CARDIOMYOPATHY, DILATED, 1CC","CMD1CC"
"613135","PARKINSONISM-DYSTONIA, INFANTILE","PKDYS"
"613148","INFLAMMATORY BOWEL DISEASE 28, AUTOSOMAL RECESSIVE","IBD28"
"613150","MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (CONGENITAL WITH BRAIN AND EYE ANOMALIES), TYPE A, 2","MDDGA2"
"613151","MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (CONGENITAL WITH MENTAL RETARDATION), TYPE B, 3","MDDGB3"
"613152","MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (CONGENITAL WITHOUT MENTAL RETARDATION), TYPE B, 4","MDDGB4"
"613153","MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (CONGENITAL WITH BRAIN AND EYE ANOMALIES), TYPE A, 5","MDDGA5"
"613154","MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (CONGENITAL WITH BRAIN AND EYE ANOMALIES), TYPE A, 6","MDDGA6"
"613155","MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (CONGENITAL WITH MENTAL RETARDATION), TYPE B, 1","MDDGB1"
"613156","MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (CONGENITAL WITH MENTAL RETARDATION), TYPE B, 2","MDDGB2"
"613157","MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (LIMB-GIRDLE), TYPE C, 3","MDDGC3"
"613158","MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (LIMB-GIRDLE), TYPE C, 2","MDDGC2"
"613159","NEPHRONOPHTHISIS-LIKE NEPHROPATHY 1","NPHPL1"
"613161","BETA-UREIDOPROPIONASE DEFICIENCY","UPB1D"
"613162","SPASTIC PARAPLEGIA 45, AUTOSOMAL RECESSIVE","SPG45"
"613163","GABA-TRANSAMINASE DEFICIENCY","null"
"613172","CARDIOMYOPATHY, DILATED, 1DD","CMD1DD"
"613177","CUTIS LAXA, AUTOSOMAL RECESSIVE, TYPE IC","ARCL1C"
"613179","PURINE NUCLEOSIDE PHOSPHORYLASE DEFICIENCY","null"
"613180","CORTICAL DYSPLASIA, COMPLEX, WITH OTHER BRAIN MALFORMATIONS 8","CDCBM8"
"613192","MENTAL RETARDATION, AUTOSOMAL RECESSIVE 13","MRT13"
"613193","CILIARY DYSKINESIA, PRIMARY, 13","CILD13"
"613195","WEILL-MARCHESANI-LIKE SYNDROME","null"
"613204","MUSCULAR DYSTROPHY, CONGENITAL, DUE TO INTEGRIN ALPHA-7 DEFICIENCY","null"
"613205","MUSCULAR DYSTROPHY, CONGENITAL, LMNA-RELATED","null"
"613206","SPASTIC PARAPLEGIA 44, AUTOSOMAL RECESSIVE","SPG44"
"613211","AMELOGENESIS IMPERFECTA, HYPOMATURATION TYPE, IIA3","AI2A3"
"613217","DIARRHEA 5, WITH TUFTING ENTEROPATHY, CONGENITAL","DIAR5"
"613225","FACTOR XIII, A SUBUNIT, DEFICIENCY OF","null"
"613227","CEREBELLAR ATAXIA, MENTAL RETARDATION, AND DYSEQUILIBRIUM SYNDROME 3","CAMRQ3"
"613229","TRICHOTILLOMANIA","TTM"
"613235","FACTOR XIII, B SUBUNIT, DEFICIENCY OF","null"
"613239","THYROTOXIC PERIODIC PARALYSIS, SUSCEPTIBILITY TO, 2","TTPP2"
"613243","CARDIOMYOPATHY, FAMILIAL HYPERTROPHIC, 13","CMH13"
"613251","CARDIOMYOPATHY, FAMILIAL HYPERTROPHIC, 14","CMH14"
"613254","TUBEROUS SCLEROSIS 2","TSC2"
"613255","CARDIOMYOPATHY, FAMILIAL HYPERTROPHIC, 15","CMH15"
"613265","WAARDENBURG SYNDROME, TYPE 4B","WS4B"
"613266","WAARDENBURG SYNDROME, TYPE 4C","WS4C"
"613267","CORNEAL DYSTROPHY, FUCHS ENDOTHELIAL, 3","FECD3"
"613280","HYPERMANGANESEMIA WITH DYSTONIA 1","HMNDYT1"
"613285","DEAFNESS, AUTOSOMAL RECESSIVE 25","DFNB25"
"613287","CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYPE 2N","CMT2N"
"613291","BILE ACID MALABSORPTION, PRIMARY","PBAM"
"613307","DEAFNESS, AUTOSOMAL RECESSIVE 79","DFNB79"
"613308","DIAMOND-BLACKFAN ANEMIA 9","DBA9"
"613309","DIAMOND-BLACKFAN ANEMIA 10","DBA10"
"613310","EXUDATIVE VITREORETINOPATHY 5","EVR5"
"613313","HEMOCHROMATOSIS, TYPE 2B","HFE2B"
"613319","MIYOSHI MUSCULAR DYSTROPHY 3","MMD3"
"613320","SPONDYLOMETAPHYSEAL DYSPLASIA, MEGARBANE-DAGHER-MELKI TYPE","SMDMDM"
"613325","RHABDOID TUMOR PREDISPOSITION SYNDROME 2","RTPS2"
"613327","LIPODYSTROPHY, CONGENITAL GENERALIZED, TYPE 4","CGL4"
"613329","PLASMINOGEN ACTIVATOR INHIBITOR-1 DEFICIENCY","null"
"613330","SPONDYLO-MEGAEPIPHYSEAL-METAPHYSEAL DYSPLASIA","SMMD"
"613341","LEBER CONGENITAL AMAUROSIS 14","LCA14"
"613345","HYPOKALEMIC PERIODIC PARALYSIS, TYPE 2","HOKPP2"
"613353","MONONEUROPATHY OF THE MEDIAN NERVE, MILD","MNMN"
"613370","MATURITY-ONSET DIABETES OF THE YOUNG, TYPE 10","MODY10"
"613375","MATURITY-ONSET DIABETES OF THE YOUNG, TYPE 11","MODY11"
"613376","NEURONOPATHY, DISTAL HEREDITARY MOTOR, TYPE IIC","HMN2C"
"613382","BRACHYDACTYLY, TYPE E2","BDE2"
"613385","AUTOIMMUNE DISEASE, MULTISYSTEM, WITH FACIAL DYSMORPHISM","ADMFD"
"613388","FANCONI RENOTUBULAR SYNDROME 2","FRTS2"
"613390","FANCONI ANEMIA, COMPLEMENTATION GROUP O","FANCO"
"613391","DEAFNESS, AUTOSOMAL RECESSIVE 84A","DFNB84A"
"613398","WARSAW BREAKAGE SYNDROME","WABS"
"613402","MICROCEPHALY, SEIZURES, AND DEVELOPMENTAL DELAY","MCSZ"
"613404","ARTHROGRYPOSIS, RENAL DYSFUNCTION, AND CHOLESTASIS 2","ARCS2"
"613406","WITTEVEEN-KOLK SYNDROME","WITKOS"
"613418","BONE MINERAL DENSITY QUANTITATIVE TRAIT LOCUS 15","BMND15"
"613424","CARDIOMYOPATHY, DILATED, 1R","CMD1R"
"613426","CARDIOMYOPATHY, DILATED, 1S","CMD1S"
"613443","MENTAL RETARDATION, AUTOSOMAL DOMINANT 20","MRD20"
"613451","FRONTONASAL DYSPLASIA 2","FND2"
"613453","DEAFNESS, AUTOSOMAL RECESSIVE 91","DFNB91"
"613454","RETT SYNDROME, CONGENITAL VARIANT","null"
"613464","RETINITIS PIGMENTOSA 51","RP51"
"613471","REYNOLDS SYNDROME","null"
"613477","EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 5","EIEE5"
"613480","LYMPHEDEMA, HEREDITARY, IC","LMPH1C"
"613485","LONG QT SYNDROME 13","LQT13"
"613489","CONGENITAL DISORDER OF GLYCOSYLATION, TYPE IIj","CDG2J"
"613490","ALPHA-1-ANTITRYPSIN DEFICIENCY","A1ATD"
"613493","IMMUNODEFICIENCY, COMMON VARIABLE, 3","CVID3"
"613494","IMMUNODEFICIENCY, COMMON VARIABLE, 4","CVID4"
"613495","IMMUNODEFICIENCY, COMMON VARIABLE, 5","CVID5"
"613496","IMMUNODEFICIENCY, COMMON VARIABLE, 6","CVID6"
"613500","AGAMMAGLOBULINEMIA 2, AUTOSOMAL RECESSIVE","AGM2"
"613501","AGAMMAGLOBULINEMIA 3, AUTOSOMAL RECESSIVE","AGM3"
"613502","AGAMMAGLOBULINEMIA 4, AUTOSOMAL RECESSIVE","AGM4"
"613506","AGAMMAGLOBULINEMIA 5, AUTOSOMAL DOMINANT","AGM5"
"613507","GLYCOGEN STORAGE DISEASE XV","GSD15"
"613509","CHROMOSOME 4q21 DELETION SYNDROME","null"
"613517","MICROPHTHALMIA, ISOLATED 6","MCOP6"
"613550","NEPHRONOPHTHISIS 11","NPHP11"
"613554","VON WILLEBRAND DISEASE, TYPE 2","VWD2"
"613558","DEAFNESS, AUTOSOMAL DOMINANT 51","DFNA51"
"613559","COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 7","COXPD7"
"613561","MYOPATHY, LACTIC ACIDOSIS, AND SIDEROBLASTIC ANEMIA 2","MLASA2"
"613563","NOONAN SYNDROME-LIKE DISORDER WITH OR WITHOUT JUVENILE MYELOMONOCYTIC LEUKEMIA","NSLL"
"613573","ECTODERMAL DYSPLASIA-SYNDACTYLY SYNDROME 1","EDSS1"
"613581","RETINITIS PIGMENTOSA 56","RP56"
"613582","RETINITIS PIGMENTOSA 57","RP57"
"613587","OCCULT MACULAR DYSTROPHY","OCMD"
"613589","LOW DENSITY LIPOPROTEIN CHOLESTEROL LEVEL QUANTITATIVE TRAIT LOCUS 6","LDLCQ6"
"613610","CRANIOECTODERMAL DYSPLASIA 2","CED2"
"613611","CHOANAL ATRESIA AND LYMPHEDEMA","null"
"613617","RETINITIS PIGMENTOSA 58","RP58"
"613640","NEUROPATHY, HEREDITARY SENSORY AND AUTONOMIC, TYPE IC","HSAN1C"
"613641","CHARCOT-MARIE-TOOTH DISEASE, RECESSIVE INTERMEDIATE B","CMTRIB"
"613647","SPASTIC PARAPLEGIA 48, AUTOSOMAL RECESSIVE","SPG48"
"613652","C1q DEFICIENCY","C1QD"
"613660","CONE-ROD DYSTROPHY 15","CORD15"
"613661","CONGENITAL DISORDER OF GLYCOSYLATION, TYPE Ip","CDG1P"
"613662","MITOCHONDRIAL DNA DEPLETION SYNDROME 4B (MNGIE TYPE)","MTDPS4B"
"613668","MICROCEPHALY, POSTNATAL PROGRESSIVE, WITH SEIZURES AND BRAIN ATROPHY","null"
"613670","MENTAL RETARDATION WITH LANGUAGE IMPAIRMENT AND WITH OR WITHOUT AUTISTIC FEATURES","null"
"613671","MENTAL RETARDATION, ANTERIOR MAXILLARY PROTRUSION, AND STRABISMUS","MRAMS"
"613672","SPASTIC ATAXIA 4, AUTOSOMAL RECESSIVE","SPAX4"
"613673","ANEMIA, CONGENITAL DYSERYTHROPOIETIC, TYPE IV","CDAN4"
"613674","VESICOURETERAL REFLUX 3","VUR3"
"613676","SECKEL SYNDROME 4","SCKL4"
"613677","HYPERALDOSTERONISM, FAMILIAL, TYPE III","HALD3"
"613679","PROTHROMBIN DEFICIENCY, CONGENITAL","null"
"613680","BEAULIEU-BOYCOTT-INNES SYNDROME","BBIS"
"613684","RUBINSTEIN-TAYBI SYNDROME 2","RSTS2"
"613686","SPONDYLOCOSTAL DYSOSTOSIS 4, AUTOSOMAL RECESSIVE","SCDO4"
"613688","LONG QT SYNDROME 2","LQT2"
"613690","CARDIOMYOPATHY, FAMILIAL HYPERTROPHIC, 7","CMH7"
"613693","LONG QT SYNDROME 6","LQT6"
"613694","CARDIOMYOPATHY, DILATED, 1U","CMD1U"
"613695","LONG QT SYNDROME 5","LQT5"
"613697","CARDIOMYOPATHY, DILATED, 1V","CMD1V"
"613706","NOONAN SYNDROME 7","NS7"
"613707","LEOPARD SYNDROME 3","LPRD3"
"613708","NEUROPATHY, HEREDITARY SENSORY, TYPE ID","HSN1D"
"613710","THIAMINE METABOLISM DYSFUNCTION SYNDROME 4 (BILATERAL STRIATAL DEGENERATION AND PROGRESSIVE POLYNEUROPATHY TYPE)","THMD4"
"613717","TREACHER COLLINS SYNDROME 2","TCS2"
"613718","DEAFNESS, AUTOSOMAL RECESSIVE 74","DFNB74"
"613720","EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 7","EIEE7"
"613721","EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 11","EIEE11"
"613722","EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 12","EIEE12"
"613723","MUSCULAR DYSTROPHY, LIMB-GIRDLE, TYPE 2Q","LGMD2Q"
"613724","LEUKOENCEPHALOPATHY WITH DYSTONIA AND MOTOR NEUROPATHY","LKDMN"
"613728","SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 10","SCAR10"
"613730","HEMORRHAGIC DESTRUCTION OF THE BRAIN, SUBEPENDYMAL CALCIFICATION, AND CATARACTS","HDBSCC"
"613731","RETINITIS PIGMENTOSA 4","RP4"
"613735","BRAIN MALFORMATIONS AND URINARY TRACT DEFECTS","BRMUTD"
"613736","ACNE INVERSA, FAMILIAL, 2","ACNINV2"
"613737","ACNE INVERSA, FAMILIAL, 3","ACNINV3"
"613744","SPASTIC PARAPLEGIA 51, AUTOSOMAL RECESSIVE","SPG51"
"613750","RETINITIS PIGMENTOSA 27","RP27"
"613759","INFECTIONS, RECURRENT, WITH ENCEPHALOPATHY, HEPATIC DYSFUNCTION, AND CARDIOVASCULAR MALFORMATIONS","null"
"613762","46,XY SEX REVERSAL 6","SRXY6"
"613763","CATARACT 16, MULTIPLE TYPES","CTRCT16"
"613765","CARDIOMYOPATHY, FAMILIAL HYPERTROPHIC, 9","CMH9"
"613767","RETINITIS PIGMENTOSA 45","RP45"
"613779","COMPLEMENT COMPONENT 3 DEFICIENCY, AUTOSOMAL RECESSIVE","C3D"
"613780","AORTIC ANEURYSM, FAMILIAL THORACIC 7","AAT7"
"613789","COMPLEMENT COMPONENT 8 DEFICIENCY, TYPE II","C8D2"
"613790","COMPLEMENT COMPONENT 8 DEFICIENCY, TYPE I","C8D1"
"613791","MASP2 DEFICIENCY","null"
"613794","RETINITIS PIGMENTOSA 20","RP20"
"613795","LOEYS-DIETZ SYNDROME 3","LDS3"
"613796","IMMUNODEFICIENCY 31B","IMD31B"
"613800","MEIER-GORLIN SYNDROME 2","MGORS2"
"613801","RETINITIS PIGMENTOSA 40","RP40"
"613803","MEIER-GORLIN SYNDROME 3","MGORS3"
"613804","MEIER-GORLIN SYNDROME 4","MGORS4"
"613805","MEIER-GORLIN SYNDROME 5","MGORS5"
"613811","PONTOCEREBELLAR HYPOPLASIA, TYPE 2D","PCH2D"
"613812","BILE ACID SYNTHESIS DEFECT, CONGENITAL, 3","CBAS3"
"613818","MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (LIMB-GIRDLE), TYPE C, 9","MDDGC9"
"613819","SHORT-RIB THORACIC DYSPLASIA 4 WITH OR WITHOUT POLYDACTYLY","SRTD4"
"613820","NEPHRONOPHTHISIS 12","NPHP12"
"613823","SECKEL SYNDROME 5","SCKL5"
"613830","NIGHT BLINDNESS, CONGENITAL STATIONARY, TYPE 1D","CSNB1D"
"613834","MULTISYSTEMIC SMOOTH MUSCLE DYSFUNCTION SYNDROME","null"
"613838","CARDIOMYOPATHY, FAMILIAL HYPERTROPHIC, 16","CMH16"
"613839","MEGALOBLASTIC ANEMIA DUE TO DIHYDROFOLATE REDUCTASE DEFICIENCY","null"
"613843","LEBER CONGENITAL AMAUROSIS 15","LCA15"
"613845","HYPERURICEMIA, PULMONARY HYPERTENSION, RENAL FAILURE, AND ALKALOSIS SYNDROME","HUPRAS"
"613848","OSTEOGENESIS IMPERFECTA, TYPE X","OI10"
"613849","OSTEOGENESIS IMPERFECTA, TYPE XII","OI12"
"613854","TRANSPOSITION OF THE GREAT ARTERIES, DEXTRO-LOOPED 3","DTGA3"
"613855","EPISODIC ATAXIA, TYPE 5","EA5"
"613860","FICOLIN 3 DEFICIENCY","null"
"613861","RETINITIS PIGMENTOSA 59","RP59"
"613862","RETINITIS PIGMENTOSA 38","RP38"
"613863","GENERALIZED EPILEPSY WITH FEBRILE SEIZURES PLUS, TYPE 7","GEFSP7"
"613865","DEAFNESS, AUTOSOMAL RECESSIVE 61","DFNB61"
"613869","MYOPATHY, MYOFIBRILLAR, FATAL INFANTILE HYPERTONIC, ALPHA-B CRYSTALLIN-RELATED","null"
"613870","HIRSCHSPRUNG DISEASE, CARDIAC DEFECTS, AND AUTONOMIC DYSFUNCTION","HCAD"
"613873","CARDIOMYOPATHY, FAMILIAL HYPERTROPHIC, 17","CMH17"
"613874","CARDIOMYOPATHY, FAMILIAL HYPERTROPHIC, 18","CMH18"
"613875","CARDIOMYOPATHY, FAMILIAL HYPERTROPHIC, 19","CMH19"
"613876","CARDIOMYOPATHY, FAMILIAL HYPERTROPHIC, 20","CMH20"
"613877","LIPODYSTROPHY, FAMILIAL PARTIAL, TYPE 4","FPLD4"
"613881","CARDIOMYOPATHY, DILATED, 1HH","CMD1HH"
