"pid","description","tid","des_ch"
"17391","Fingernails involved more often than toenails","53",
"17392","Longitudinal white or red subungual streaks","53",
"17393","Subungual hyperkeratotic fragments","53",
"17394","Schizophrenia","59",
"17395","Age of onset, 6-20 years","73",
"17396","Skin lesions exacerbated by heat, exercise (sweating), and sunlight","73",
"17397","Acral hemorrhagic variant","73",
"17398","Itch, pain, and body malodor often","73",
"17399","Allelic to acrokeratosis verruciformis ","73",
"17400","Coniform teeth (in some patents)","12","Coniform牙齿（在一些患者中）"
"17401","Selective tooth agenesis (in some patients)","12","选择性牙齿发育不全（某些患者）"
"17402","Finger-like thumbs","47","手指般的拇指"
"17403","Triphalangeal thumbs (in some patients)","47","Triphalangeal拇指（在一些患者中）"
"17404","Short terminal phalanx of the fifth finger","47","第五指的短末节指骨"
"17405","Aplasia of middle phalanx of fifth finger","47","第五指中指骨发育不良"
"17406","Bulbous swelling of the fingertips","47","指尖球状肿胀"
"17407","Syndactyly of toes (in some patients)","48","脚趾杂乱（在一些患者中）"
"17408","Hypoplasia or absence of the terminal phalanges","48","发育不全或终末趾骨缺如"
"17409","Fissured nails","53",
"17410","Hearing loss, mild to moderate","8","听力损失，轻度至中度"
"17411","Circular constrictions of digits (pseudoainhum)","47","数字的循环限制（pseudoainhum）"
"17412","Papular keratoderma, mild","50",
"17413","Honeycomb keratoderma","50",
"17414","Starfish-like acral keratoses (knuckles)","50",
"17415","Pseudoainhum","50",
"17416","Autoamputation of digits","50",
"17417","Allelic to deafness, autosomal recessive 1, ","73",
"17418","Hearing loss, sensorineural (affecting all frequencies)","8","听力损失，感觉神经（影响所有频率）"
"17419","Thrombocytopenia (in some patients)","63",
"17420","Enlarged platelets (in some patients)","63",
"17421","Absent or decreased auditory brainstem responses","8","听觉脑干反应缺失或减少"
"17422","Auditory neuropathy","8","听神经病"
"17423","Myopathy, mild","55","肌病，轻度"
"17424","Mitochondrial DNA deletions (in some patients)","55","线粒体DNA缺失（部分患者）"
"17425","Cerebellar ataxia (in some patients)","57","小脑性共济失调（部分患者）"
"17426","Gait difficulties (in some patients)","57","步态困难（部分患者）"
"17427","Axonal sensorineural polyneuropathy","58","轴突感觉神经性多发性神经病"
"17428","Variable age of onset (childhood to adult)","73",
"17429","Acute vision loss due to optic nerve infarction (rare)","9","视神经梗塞引起的急性视力丧失（罕见）"
"17430","Nonarteritic anterior ischemic optic neuropathy (NAION)","9","非动脉炎性前部缺血性视神经病变（NAION）"
"17431","Abnormal electroretinogram (ERG)","9","视网膜电图异常（ERG）"
"17432","Abnormal visual evoked responses (VEP)","9","异常视觉诱发反应（VEP）"
"17433","Vasculopathy of the small arteries penetrating the white matter","16","小动脉的血管病变穿透白质"
"17434","Small and medium-sized leptomeningeal arteries show luminal narrowing or obliteration","16","中小型软脑膜动脉显示管腔狭窄或闭塞"
"17435","Long perforating arteries of the brain are affected","16","大脑的长穿孔动脉受到影响"
"17436","Affected arteries have electron-dense granular material close to vascular smooth muscle cell membranes","16","受影响的动脉具有靠近血管平滑肌细胞膜的电子致密颗粒材料"
"17437","Affected arteries show loss of smooth muscle cells","16","受影响的动脉显示平滑肌细胞丢失"
"17438","Varicose veins (reported in 1 family)","16","静脉曲张（1个家庭报道）"
"17439","Varicose veins (reported in 1 family)","50",
"17440","Biopsy shows granular osmiophilic material of variable electron density adjacent to basal membrane of vascular smooth muscle cell","52",
"17441","Recurrent subcortical infarcts (strokes)","57","复发皮质下梗死（中风）"
"17442","Pseudobulbar palsy","57","假性球麻痹"
"17443","Subcortical dementia, progressive (6% of patients)","57","皮质下痴呆，进行性（6％的患者）"
"17444","Migraine (40% of patients)","57","偏头痛（40％的患者）"
"17445","Seizures (2-10% of patients)","57","癫痫发作（2-10％的患者）"
"17446","Subcortical lacunar lesions seen early in disease","57","在疾病早期可见皮层下腔隙性病变"
"17447","Patients 20-30 years old have hyperintense lesions on T2-weighted MRI in the frontal and anterior temporal lobes","57","20-30岁的患者在额颞叶和前颞叶的T2加权MRI上有高信号病变"
"17448","Patients 30-40 years old have hyperintense lesions in periventricular areas, the external capsule, basal ganglia, thalamus, and brainstem","57","30-40岁的患者在脑室周围区域，外囊，基底神经节，丘脑和脑干中有高信号病变"
"17449","Lacunar infarcts develop after age 40 years","57","腔隙性梗塞在40岁后发展"
"17450","Lesions in the internal capsule after age 40 years","57","40岁以后内囊中的病变"
"17451","Microbleeds (most smaller than 5 mm) occur after age 40 years","57","微出血（最小于5mm）发生在40岁以后"
"17452","Patients older than 50 years have hyperintensities, lacunar infarcts, and microbleeds","57","年龄超过50岁的患者有高信号，腔隙性梗塞和微出血"
"17453","Vasculopathy of the small arteries penetrating the white matter","57","小动脉的血管病变穿透白质"
"17454","Small and medium-sized leptomeningeal arteries show luminal narrowing or obliteration","57","中小型软脑膜动脉显示管腔狭窄或闭塞"
"17455","Long perforating arteries of the brain are affected","57","大脑的长穿孔动脉受到影响"
"17456","Affected arteries have electron-dense granular material close to vascular smooth muscle cell membranes","57","受影响的动脉具有靠近血管平滑肌细胞膜的电子致密颗粒材料"
"17457","Affected arteries show loss of smooth muscle cells","57","受影响的动脉显示平滑肌细胞丢失"
"17458","Psychiatric disturbances (9% of patients)","59",
"17459","Adult onset (third decade)","73",
"17460","Death usually in sixth decade","73",
"17461","Penetrance of disease is complete between 30 and 40 years of age","73",
"17462","Presents as early-onset strokes in 43% of patients","73",
"17463","Primary failure of tooth eruption (1st and 2nd molar teeth most commonly affected)","12","牙齿萌出的主要失败（最常受影响的第1和第2磨牙）"
"17464","Posterior openbite","12","后开口咬合"
"17465","Often unilateral, rarely symmetric","12","通常是单边的，很少是对称的"
"17466","Lack of response to orthodontic force","12","缺乏对正畸力的反应"
"17467","Ankylosis of deciduous teeth (some)","12","乳牙关节强直（部分）"
"17468","Degeneration of the dentatorubral and pallidoluysian systems","57","牙龈和苍白球系统的退化"
"17469","Mean age of onset 30 years (range first to seventh decade)","73",
"17470","Phenotypic heterogeneity","73",
"17471","Tooth coloration normal to bluish/brownish/opalescent","12","牙齿颜色垂直于蓝色/褐色/乳白色"
"17472","Malalignment","12","排列不齐"
"17473","Exfoliate easily with minor trauma","12","轻微去除角质，轻微创伤"
"17474","Absent to short roots","12","缺席短根"
"17475","Absent pulp chambers (primary teeth)","12","没有牙髓腔（主牙）"
"17476","Crescent/chevron-shaped pulp chambers (secondary teeth)","12","新月/人字形牙髓腔（次牙）"
"17477","Absent root canals","12","没有根管"
"17478","Periapical radiolucencies","12","根尖周放射性"
"17479","Microdontia (in some patients)","12","Microdontia（在一些患者中）"
"17480","Misshapen teeth (in some patients)","12","畸形牙齿（部分患者）"
"17481","Taurodontism (in some patients)","12","牙齿矫正（在一些患者中）"
"17482","Amber, translucent coloration (primary teeth)","12","琥珀色，半透明色（主牙）"
"17483","Obliteration of pulp chambers following eruption (primary teeth)","12","喷发后牙髓腔的闭塞（主牙）"
"17484","Normal-shaped roots (primary teeth)","12","正常形根（主齿）"
"17485","Normal coloration (secondary teeth)","12","正常着色（次级牙齿）"
"17486","Thistle-shaped pulp chambers (secondary teeth)","12","蓟形牙髓腔（次牙）"
"17487","Multiple pulp stones (secondary teeth)","12","多个牙髓（次牙）"
"17488","Normal-shaped roots (secondary teeth)","12","正常形根（次牙）"
"17489","Allelic to dentinogenesis imperfecta 1 ","73",
"17490","Brown-blue or opalescent brown teeth","12","棕蓝色或乳白色棕色牙齿"
"17491","Bulbous shaped crown","12","球形冠"
"17492","Narrow roots","12","狭窄的根"
"17493","Root canals are small or obliterated","12","根管很小或已经消失"
"17494","Absent pulp chambers","12","没有牙髓腔"
"17495","Severe attrition","12","严重的磨损"
"17496","Primary and secondary teeth affected","12","初级和次级牙齿受到影响"
"17497","Primary teeth affected greater than secondary teeth","73",
"17498","Allelic to dentin dysplasia, type 2 ","73",
"17499","Shields classification -","73",
"17500","Type 1 - associated with osteogenesis imperfecta ","73",
"17501","Type 2 - hereditary opalescent dentin, not associated with bone defect ","73",
"17502","Type 3 - Brandywine isolate opalescent dentin ","73",
"17503","Anterior openbite","11","前开口咬合"
"17504","Amber-opalescent colored teeth (primary and secondary)","12","琥珀色乳白色牙齿（初级和次级）"
"17505","Marked attrition (primary and secondary)","12","明显的损耗（主要和次要）"
"17506","Enamel pitting (secondary)","12","牙釉质（二级）"
"17507","Normal-to-enlarged pulp chamber (primary)","12","正常到扩大的牙髓腔（初级）"
"17508","Obliterated pulp chamber (secondary)","12","湮没牙髓腔（二级）"
"17509","Pulp exposures","12","纸浆暴露"
"17510","Incisal notching","12","切口缺口"
"17511","Shell teeth","12","壳牙"
"17512","Bulbous tooth crowns","12","球茎牙冠"
"17513","Occurs in a Southern Maryland tri-racial inbred population known as the '""Brandywine isolate'"",73
17514,Reticulate pigmentation (bulbar conjunctiva),9
17515,Reticulate pigmentation (oral mucosa),11
17516,Reticulate hyperpigmentation (primarily trunk),50
1","50",
"17519","Noncicatricial alopecia (scalp, eyebrows, axillary hair)","54",
"17520","Reticulate hyperpigmentation onset birth - 2 years","73",
"17521","Flushing during urticarial episodes (in some patients)","7","荨麻疹发作期间潮红（某些患者）"
"17522","Metallic taste sensation during urticarial episodes (in some patients)","11","荨麻疹发作期间的金属味觉（某些患者）"
"17523","Localized hives with erythema, edema, and pruritus after repetitive vibratory or stretching stimulation","50",
"17524","Degranulation of dermal mast cells","51",
"17525","Headache during urticarial episodes (in some patients)","57","荨麻疹发作期间头痛（部分患者）"
"17526","Increased serum histamine level during urticarial episodes","72",
"17527","Affected individuals are negative for dermatographism","73",
"17528","Lower urinary tract dilatation may occur over time","41","随着时间的推移可能发生下尿路扩张"
"17529","Mental retardation can occur in patients with repeated episodes of dehydration","57","精神发育迟滞可能发生在反复发作的脱水患者身上"
"17530","Hypertonic dehydration","61",
"17531","Unexplained fevers","61",
"17532","Hypernatremia","72",
"17533","High serum osmolality","72",
"17534","Inappropriately low urine osmolality","72",
"17535","Normal or increased levels of serum arginine vasopressin (antidiuretic hormone,","72",
"17536","Normal extrarenal responses to dDAVP administration","72",
"17537","Increased urinary cyclic AMP (cAMP) in response to dDAVP administration","72",
"17538","Onset in first weeks of life","73",
"17539","Both autosomal dominant and autosomal recessive inheritance have been reported","73",
"17540","Vision loss, monocular","9","视力下降，单眼"
"17541","Incomplete bladder emptying","41","膀胱排空不完全"
"17542","Hesitancy","41","犹豫"
"17543","High intensity area in white matter on head MRI","57","头部MRI上的白质高强度区域"
